marital,default,housing-loan,personal-loan,current-campaign,previous-campaign,age,job,subscribed,education,balance
single,no,yes,no,12,0,35,management,no,tertiary,71
single,no,no,no,2,0,30,management,no,tertiary,940
single,no,yes,yes,1,0,25,technician,no,secondary,-80
married,no,yes,no,4,0,34,technician,no,secondary,0
married,no,no,no,1,0,52,unknown,no,unknown,1317
married,no,no,no,1,0,39,admin.,no,secondary,179
married,no,yes,no,2,0,34,management,no,secondary,1007
single,no,no,no,4,0,34,management,no,secondary,0
married,no,yes,yes,1,0,30,services,no,secondary,1286
married,no,yes,yes,1,0,33,services,no,secondary,804
single,no,no,no,2,0,30,student,no,secondary,4
married,no,yes,no,1,0,51,blue-collar,no,primary,0
single,no,yes,no,10,3,36,services,no,secondary,417
married,no,no,no,2,0,48,blue-collar,no,primary,1678
divorced,no,yes,no,1,0,37,services,no,secondary,532
married,no,yes,no,2,0,58,management,no,secondary,407
divorced,no,no,yes,1,0,56,management,no,tertiary,659
married,no,yes,no,9,0,34,blue-collar,no,secondary,393
divorced,no,yes,no,1,2,33,admin.,no,secondary,661
single,no,no,no,23,0,26,services,no,secondary,0
single,no,yes,no,3,0,40,management,no,unknown,838
married,no,yes,no,1,0,35,services,no,secondary,195
married,no,yes,no,1,0,45,entrepreneur,no,secondary,68
single,no,yes,no,6,0,37,technician,yes,secondary,-242
divorced,no,yes,no,1,0,35,management,no,tertiary,321
single,no,yes,no,2,2,43,services,yes,secondary,3403
married,no,yes,no,1,0,28,blue-collar,no,secondary,8
divorced,no,yes,no,1,0,32,blue-collar,no,secondary,739
single,no,no,no,2,0,26,unemployed,yes,secondary,622
married,no,yes,no,1,0,35,services,yes,secondary,152
single,no,no,no,4,0,35,technician,no,secondary,2
married,no,yes,no,6,0,39,blue-collar,no,secondary,1439
divorced,no,yes,no,2,2,42,blue-collar,no,secondary,1491
single,no,yes,no,1,1,32,technician,no,secondary,6402
married,no,no,no,4,0,30,unemployed,no,secondary,1210
single,no,no,yes,1,0,26,management,no,tertiary,122
single,no,yes,no,1,0,30,student,no,secondary,0
married,no,yes,no,1,0,32,management,no,tertiary,62
married,no,yes,yes,2,0,47,services,no,secondary,3333
married,no,yes,no,1,0,33,technician,no,tertiary,16992
married,no,yes,no,8,0,57,blue-collar,no,primary,23
married,no,yes,no,2,0,35,admin.,no,secondary,0
married,no,no,yes,4,0,53,technician,no,tertiary,6072
single,no,no,yes,2,0,24,retired,no,secondary,366
divorced,no,no,yes,1,0,54,management,no,tertiary,0
married,no,yes,yes,1,0,31,management,no,tertiary,1343
married,no,yes,no,1,0,41,entrepreneur,no,secondary,2105
married,no,no,no,3,0,44,unknown,no,secondary,2319
single,no,yes,no,1,0,35,services,no,secondary,35
married,no,no,no,1,5,30,management,no,tertiary,877
single,no,yes,no,17,0,43,blue-collar,no,primary,30
married,yes,no,yes,6,0,51,entrepreneur,no,secondary,-2082
married,no,no,no,2,0,60,retired,no,secondary,89
married,no,no,no,1,0,43,self-employed,no,secondary,104
married,no,yes,no,3,0,31,management,no,tertiary,1750
married,no,yes,no,1,0,56,management,no,primary,772
married,no,yes,no,2,0,42,technician,no,secondary,1048
married,no,no,no,2,0,52,entrepreneur,no,primary,592
married,no,yes,yes,2,1,40,technician,no,secondary,0
married,no,yes,no,4,0,36,services,no,secondary,3064
married,no,no,no,3,0,40,services,no,primary,33
married,no,yes,no,2,0,46,blue-collar,no,secondary,0
single,no,no,no,2,0,32,admin.,no,secondary,1649
single,no,yes,no,1,0,31,housemaid,no,tertiary,287
divorced,no,yes,no,2,0,41,technician,no,secondary,0
married,no,no,yes,3,0,58,housemaid,no,primary,419
married,no,yes,no,2,0,36,services,no,secondary,257
married,no,no,no,20,0,52,technician,no,secondary,118
married,no,no,no,2,0,42,management,no,tertiary,251
single,no,yes,yes,3,0,32,management,no,tertiary,1731
married,no,no,no,3,0,62,management,no,tertiary,0
single,no,no,no,3,0,31,technician,no,tertiary,23
single,yes,no,yes,1,0,41,blue-collar,yes,secondary,-386
married,no,no,no,1,0,34,self-employed,no,tertiary,5498
single,no,no,no,2,0,44,management,yes,tertiary,5063
married,no,yes,no,4,0,42,blue-collar,no,primary,7041
single,no,no,no,2,0,37,entrepreneur,no,secondary,654
married,no,no,no,1,0,47,management,no,tertiary,1890
married,no,yes,yes,3,0,32,unemployed,no,secondary,2400
married,no,yes,no,6,0,46,blue-collar,no,secondary,519
single,no,no,no,1,0,39,technician,no,tertiary,1190
single,no,yes,no,1,0,28,services,no,secondary,229
single,no,no,no,1,1,26,student,no,secondary,203
married,no,no,yes,2,4,52,technician,no,secondary,1818
married,no,no,no,4,2,42,unemployed,yes,secondary,1289
divorced,no,no,no,5,0,33,technician,no,tertiary,39
married,no,no,no,1,2,73,retired,yes,primary,796
single,no,no,yes,2,0,35,admin.,no,secondary,57
married,no,yes,no,3,0,40,management,no,tertiary,1548
married,no,no,no,2,4,51,technician,yes,secondary,117
single,no,yes,no,2,0,37,admin.,no,secondary,0
married,no,yes,yes,1,1,39,management,no,tertiary,691
married,no,yes,no,3,0,28,blue-collar,no,secondary,64
divorced,no,yes,no,3,0,49,technician,no,tertiary,0
married,no,yes,no,1,0,36,admin.,no,secondary,957
married,no,yes,no,2,0,45,technician,no,secondary,118
single,no,yes,no,1,0,29,technician,no,tertiary,218
married,no,yes,no,2,1,35,management,yes,secondary,724
married,no,yes,yes,3,0,35,housemaid,no,tertiary,20
married,no,yes,no,2,1,30,blue-collar,no,secondary,-28
married,no,no,no,4,2,46,blue-collar,no,primary,665
single,no,no,no,1,0,25,student,no,tertiary,5
married,no,no,no,3,4,36,management,yes,tertiary,925
married,no,yes,no,4,0,42,blue-collar,no,primary,2519
married,no,no,no,1,0,57,admin.,no,secondary,3927
divorced,no,yes,no,9,0,42,management,no,tertiary,401
married,no,yes,yes,2,0,29,management,no,tertiary,581
married,no,no,no,2,0,36,technician,no,tertiary,1327
married,no,no,no,2,0,31,unemployed,no,secondary,3242
married,no,yes,no,2,0,59,technician,no,primary,3163
divorced,no,no,no,2,0,50,unemployed,no,secondary,32
married,no,yes,yes,6,0,47,admin.,no,secondary,310
married,no,no,no,1,0,46,housemaid,no,primary,0
single,no,yes,no,1,4,26,blue-collar,no,primary,155
single,no,yes,no,1,0,31,services,no,secondary,11386
married,no,yes,no,2,0,30,services,no,tertiary,1380
single,no,no,no,1,0,47,blue-collar,no,unknown,2443
single,no,yes,no,1,0,23,technician,yes,tertiary,1129
single,no,no,no,1,0,44,unemployed,no,primary,4232
married,no,no,no,2,0,42,self-employed,no,secondary,5564
single,no,yes,no,1,0,32,services,no,secondary,-402
single,no,yes,no,1,0,28,admin.,no,secondary,1323
married,no,yes,yes,1,0,57,retired,no,primary,1623
married,no,yes,no,2,0,38,technician,no,tertiary,1042
single,no,no,no,2,10,22,student,yes,secondary,2488
married,no,yes,no,1,0,54,admin.,no,secondary,865
married,no,yes,no,3,0,32,technician,no,tertiary,-1053
married,no,yes,no,2,3,32,management,no,tertiary,1667
divorced,no,yes,no,4,0,59,admin.,no,secondary,975
married,no,no,no,2,0,45,technician,no,secondary,2571
married,no,no,no,2,0,53,unknown,yes,primary,732
divorced,no,no,no,2,4,50,admin.,no,secondary,769
married,no,yes,yes,2,0,34,technician,no,secondary,-136
divorced,no,no,yes,2,0,35,admin.,yes,secondary,3636
married,no,no,no,1,0,30,management,no,tertiary,931
married,no,no,no,3,0,62,housemaid,no,secondary,565
married,no,yes,no,2,0,40,blue-collar,no,secondary,271
single,no,no,no,3,0,26,self-employed,no,tertiary,1153
married,no,yes,no,1,0,34,management,no,tertiary,-73
married,no,no,no,1,6,50,unknown,yes,unknown,558
divorced,no,no,no,9,0,31,unknown,no,tertiary,137
married,no,yes,no,2,0,35,technician,no,secondary,700
married,no,no,yes,1,0,55,retired,no,primary,-966
married,no,no,no,2,0,34,admin.,no,secondary,96
married,no,no,no,4,0,58,retired,no,primary,4007
single,no,yes,no,8,0,50,management,no,tertiary,567
single,no,no,no,2,0,31,technician,no,secondary,40
divorced,no,no,yes,1,0,47,admin.,no,secondary,136
single,no,yes,no,1,0,38,self-employed,no,tertiary,917
single,no,yes,no,3,0,46,management,no,tertiary,593
married,no,yes,no,2,0,42,blue-collar,no,primary,505
married,no,yes,no,1,0,34,blue-collar,no,secondary,2542
married,no,no,no,4,0,37,management,yes,tertiary,5355
single,no,no,no,2,0,38,student,no,tertiary,807
married,no,yes,no,2,0,59,retired,no,secondary,9976
married,no,no,no,3,0,32,admin.,no,secondary,0
married,no,no,no,2,0,55,management,no,tertiary,540
married,no,yes,yes,50,0,35,blue-collar,no,secondary,280
divorced,no,no,yes,6,0,56,management,no,tertiary,-59
married,yes,yes,no,3,0,27,admin.,no,secondary,-517
single,no,yes,no,6,0,42,unemployed,no,secondary,2613
married,no,no,no,6,0,42,student,no,unknown,-7
married,no,yes,no,3,0,41,blue-collar,no,primary,0
divorced,yes,no,yes,1,0,53,retired,no,secondary,-200
married,no,no,no,1,0,67,retired,no,primary,2301
married,no,no,yes,1,0,53,housemaid,yes,primary,104
married,no,yes,no,2,0,33,blue-collar,no,primary,191
single,no,yes,no,2,0,31,technician,no,unknown,694
married,no,yes,no,3,0,31,admin.,no,secondary,212
married,no,yes,no,5,0,30,management,no,tertiary,1882
married,no,yes,no,1,0,48,blue-collar,no,unknown,131
single,no,no,no,4,0,30,technician,no,secondary,175
single,yes,no,no,4,0,43,technician,no,tertiary,0
divorced,no,yes,no,1,0,38,management,no,tertiary,4425
married,no,yes,no,2,0,46,unemployed,no,secondary,3533
divorced,no,no,no,1,0,59,blue-collar,no,secondary,3573
divorced,no,yes,yes,2,0,44,management,no,tertiary,476
married,no,yes,no,3,7,35,blue-collar,no,secondary,1257
married,no,no,no,1,3,55,blue-collar,no,unknown,23
single,no,yes,no,2,0,39,management,no,tertiary,0
single,no,yes,yes,2,0,36,services,no,secondary,398
married,no,yes,no,4,0,33,blue-collar,no,secondary,745
single,no,no,no,1,3,48,management,no,tertiary,8106
single,no,no,no,4,0,33,management,no,tertiary,0
married,no,no,no,2,0,67,retired,no,unknown,696
divorced,no,yes,no,1,0,48,unemployed,no,secondary,1266
married,no,no,no,2,0,57,management,no,tertiary,2416
married,no,no,no,5,0,31,housemaid,no,primary,25
single,no,no,no,2,0,30,student,no,tertiary,7513
divorced,no,no,no,2,1,56,entrepreneur,no,primary,29
married,no,yes,no,3,0,26,blue-collar,no,primary,5116
married,no,yes,no,1,0,44,management,no,secondary,-1746
divorced,no,no,no,1,1,44,technician,yes,secondary,14
married,no,yes,no,3,9,31,management,yes,tertiary,4148
married,no,yes,no,1,0,47,self-employed,no,unknown,14
single,no,yes,no,1,0,30,admin.,no,secondary,105
married,no,no,yes,1,0,37,management,no,tertiary,767
divorced,no,no,yes,1,0,56,admin.,no,primary,0
single,no,yes,yes,2,0,43,management,no,secondary,-228
married,no,yes,no,1,0,42,services,no,secondary,508
married,no,yes,no,1,0,60,management,no,secondary,725
married,no,yes,no,9,0,34,blue-collar,no,unknown,41
single,no,no,no,4,0,34,management,no,tertiary,184
married,no,no,yes,3,0,41,management,no,tertiary,251
divorced,no,no,no,4,0,38,management,no,secondary,-17
married,no,yes,no,10,0,23,services,no,secondary,-19
married,no,yes,no,1,0,33,management,yes,tertiary,1064
married,no,yes,no,3,0,36,blue-collar,no,secondary,777
married,no,no,no,1,2,49,unemployed,no,tertiary,377
divorced,no,yes,no,1,5,34,admin.,yes,secondary,479
divorced,no,yes,no,5,0,40,technician,no,secondary,-375
married,no,no,no,2,0,72,retired,no,primary,796
married,no,yes,no,4,0,43,technician,no,secondary,17
married,no,yes,no,3,1,44,blue-collar,no,secondary,1071
married,no,yes,no,5,0,35,admin.,no,secondary,0
divorced,no,no,no,1,0,46,admin.,no,secondary,7378
married,no,yes,no,1,1,55,admin.,no,secondary,865
divorced,no,yes,yes,1,0,50,technician,no,secondary,-701
single,no,yes,no,1,0,23,blue-collar,no,unknown,817
married,no,no,no,1,0,34,student,no,unknown,1387
married,no,yes,yes,3,0,40,blue-collar,no,secondary,0
married,no,no,no,1,0,61,retired,yes,secondary,2917
married,no,yes,no,6,0,53,technician,no,secondary,4541
married,no,no,no,1,0,57,technician,no,secondary,0
married,no,no,no,1,0,28,blue-collar,no,secondary,4287
married,no,yes,no,12,0,25,admin.,no,secondary,242
married,no,yes,yes,1,0,38,blue-collar,no,secondary,171
single,no,yes,no,10,0,27,services,no,secondary,259
married,no,yes,no,5,0,45,blue-collar,no,secondary,827
single,no,no,yes,1,0,31,services,no,secondary,469
married,no,yes,no,1,0,39,blue-collar,no,primary,2226
married,no,no,no,12,0,42,technician,no,secondary,0
married,no,yes,no,6,0,46,management,no,tertiary,477
married,no,yes,no,4,0,36,services,no,secondary,42
single,no,yes,no,2,0,30,management,no,tertiary,775
married,no,yes,no,2,0,32,blue-collar,no,secondary,9
married,no,no,no,5,2,52,technician,yes,tertiary,2557
married,no,no,no,1,0,31,management,no,tertiary,2395
married,no,no,no,1,0,60,management,no,primary,4895
single,no,yes,yes,3,0,35,blue-collar,no,secondary,376
married,no,yes,no,1,0,38,management,no,tertiary,389
divorced,no,no,no,2,0,46,management,no,tertiary,134
divorced,no,yes,yes,3,0,45,entrepreneur,no,tertiary,1273
married,no,yes,no,3,0,59,services,no,secondary,0
married,no,yes,yes,7,0,34,management,no,tertiary,2892
divorced,no,yes,no,2,0,33,technician,no,secondary,0
single,no,yes,no,6,0,46,management,no,secondary,295
married,no,yes,yes,6,0,48,admin.,no,secondary,292
single,no,no,no,1,0,31,services,no,secondary,85
married,no,no,no,2,4,32,technician,no,secondary,4
divorced,no,yes,no,1,0,35,blue-collar,no,primary,-587
single,no,no,no,1,1,36,blue-collar,no,primary,367
married,no,yes,no,4,0,52,management,no,tertiary,-1224
divorced,no,no,no,1,0,45,management,no,tertiary,959
married,no,no,no,2,0,34,management,no,tertiary,0
married,yes,yes,no,1,0,25,blue-collar,no,primary,-589
single,no,no,no,2,0,26,management,no,tertiary,-8
married,no,no,no,1,0,57,management,no,unknown,0
married,no,yes,yes,1,0,48,management,no,primary,247
married,no,no,no,5,0,48,technician,no,unknown,5543
married,no,no,yes,1,0,32,blue-collar,no,primary,642
married,no,no,no,1,0,58,retired,no,secondary,11
married,no,yes,no,1,0,57,management,no,primary,-226
married,no,no,no,2,0,31,entrepreneur,no,tertiary,5191
single,no,no,no,2,0,33,blue-collar,no,secondary,-320
married,no,yes,yes,1,0,53,entrepreneur,no,tertiary,2289
married,no,yes,no,3,8,36,admin.,no,secondary,725
single,no,yes,no,4,0,32,technician,no,tertiary,705
married,no,yes,no,4,1,45,blue-collar,no,secondary,776
married,no,yes,no,7,0,35,unemployed,no,tertiary,816
married,no,no,no,9,0,41,services,no,secondary,171
married,no,no,no,6,0,54,services,no,secondary,812
married,no,no,no,4,0,49,services,yes,secondary,823
single,no,yes,no,1,1,28,technician,no,secondary,1453
single,no,yes,no,12,0,24,blue-collar,no,unknown,431
single,no,yes,no,1,0,30,admin.,no,secondary,1009
married,no,yes,no,1,0,32,self-employed,no,primary,286
married,no,yes,no,1,0,53,entrepreneur,no,tertiary,22370
married,no,yes,no,2,0,42,blue-collar,no,primary,2111
married,no,yes,no,3,0,48,blue-collar,no,primary,5366
married,no,yes,yes,2,0,33,technician,no,secondary,181
divorced,no,yes,no,5,0,31,blue-collar,no,secondary,-452
divorced,no,no,no,3,0,56,unemployed,no,primary,1770
married,no,no,no,1,0,58,retired,no,primary,0
single,no,yes,no,1,0,37,admin.,no,secondary,-296
married,no,yes,no,1,0,59,management,no,primary,2358
single,no,no,no,3,0,50,management,yes,tertiary,1200
single,no,yes,no,3,0,39,housemaid,no,primary,109
married,no,yes,no,1,0,30,technician,no,secondary,616
divorced,no,yes,no,1,0,47,services,no,secondary,4906
married,no,no,no,4,0,44,self-employed,no,secondary,313
married,no,yes,no,1,0,38,blue-collar,no,primary,290
married,no,no,no,2,0,50,management,no,tertiary,1240
single,no,yes,no,2,5,27,admin.,no,tertiary,3672
married,no,no,no,2,0,73,retired,no,secondary,19
married,no,yes,no,1,0,46,blue-collar,no,primary,143
divorced,no,no,yes,1,0,56,retired,no,secondary,212
married,no,no,no,4,0,36,management,yes,tertiary,9
married,no,no,no,1,0,33,blue-collar,no,primary,3074
married,no,yes,no,1,0,40,management,no,tertiary,1734
married,no,no,no,1,0,52,management,no,tertiary,575
married,no,yes,no,2,0,51,blue-collar,no,secondary,397
married,no,yes,no,3,0,33,blue-collar,no,secondary,640
married,no,yes,no,1,0,54,services,no,secondary,158
married,no,yes,no,2,0,44,management,no,secondary,2984
married,no,yes,no,2,0,50,entrepreneur,no,secondary,1011
single,no,yes,no,1,4,45,blue-collar,yes,secondary,0
married,no,yes,no,1,2,36,management,yes,tertiary,1133
married,no,yes,no,2,0,42,technician,yes,secondary,4945
married,no,yes,no,2,0,37,technician,no,secondary,712
single,no,yes,yes,2,0,28,services,no,secondary,-427
married,no,no,yes,1,0,56,admin.,no,secondary,2146
married,no,yes,no,2,1,59,admin.,no,secondary,92
married,no,yes,no,4,0,32,unemployed,no,secondary,10
married,no,yes,no,1,0,57,retired,no,primary,1238
single,no,yes,no,3,0,49,admin.,no,secondary,981
married,no,no,no,2,0,56,entrepreneur,no,unknown,575
divorced,no,no,no,1,0,48,admin.,no,unknown,-70
single,no,yes,no,1,6,27,student,yes,tertiary,3733
single,no,yes,no,2,0,31,management,no,tertiary,574
single,no,no,no,1,0,28,blue-collar,no,secondary,43
married,no,no,no,1,0,36,management,no,tertiary,428
married,no,yes,no,1,0,58,housemaid,no,primary,0
married,no,yes,yes,2,2,46,admin.,no,secondary,0
single,no,yes,no,3,0,32,management,no,tertiary,474
married,no,no,no,1,0,39,services,no,secondary,-540
married,no,yes,no,1,1,35,self-employed,no,tertiary,560
married,no,yes,no,2,0,31,management,yes,tertiary,325
single,no,no,no,1,1,29,management,yes,tertiary,437
married,no,no,no,1,0,48,blue-collar,no,primary,574
married,no,no,no,3,0,60,retired,no,primary,0
married,no,no,no,1,1,74,retired,no,secondary,935
married,no,yes,no,1,0,30,services,no,secondary,699
single,no,no,no,11,0,52,admin.,no,primary,0
married,no,yes,no,1,0,24,blue-collar,no,secondary,-220
married,no,yes,no,2,0,29,services,no,secondary,11417
married,no,yes,no,2,0,33,housemaid,no,primary,212
married,no,yes,yes,3,0,34,blue-collar,no,secondary,67
divorced,no,no,no,1,0,45,admin.,yes,secondary,0
married,no,no,yes,2,0,31,blue-collar,no,secondary,0
married,no,no,no,1,0,45,technician,no,secondary,1673
married,no,yes,no,2,0,27,services,no,secondary,-1202
single,no,no,no,4,0,30,management,no,tertiary,4213
married,no,no,no,2,0,45,blue-collar,no,primary,0
married,no,yes,yes,2,5,57,blue-collar,no,secondary,1521
married,no,no,no,3,7,34,management,no,tertiary,1310
married,no,yes,yes,1,0,40,admin.,no,secondary,0
married,no,no,no,1,0,39,management,no,tertiary,399
married,no,no,no,3,0,46,technician,no,tertiary,405
divorced,no,yes,no,2,1,55,management,yes,tertiary,9756
single,no,no,no,1,0,25,management,yes,tertiary,2506
married,no,no,no,1,0,34,management,no,tertiary,697
married,no,yes,no,2,1,37,blue-collar,no,primary,403
divorced,no,no,no,3,0,64,retired,no,tertiary,890
divorced,no,yes,no,2,4,45,technician,no,secondary,809
married,no,yes,no,1,0,57,housemaid,no,secondary,158
single,no,yes,no,3,0,21,student,no,unknown,137
married,no,no,no,1,0,58,housemaid,no,secondary,2705
single,no,yes,no,9,0,41,blue-collar,yes,secondary,75
married,no,yes,no,1,0,41,management,no,unknown,2457
married,no,yes,no,1,0,58,management,no,tertiary,541
married,no,yes,no,2,3,33,management,no,tertiary,287
married,no,yes,yes,3,0,32,management,no,tertiary,273
divorced,no,yes,no,5,0,44,services,no,secondary,0
married,no,no,no,1,4,47,unknown,no,unknown,677
married,no,no,no,3,0,41,self-employed,no,primary,340
married,no,no,no,4,0,54,technician,no,tertiary,98
divorced,no,yes,no,1,1,47,technician,no,tertiary,477
single,no,no,no,4,0,32,management,no,tertiary,2629
married,no,no,yes,2,0,59,housemaid,no,tertiary,0
single,no,no,no,1,0,29,technician,yes,tertiary,2325
married,yes,no,no,2,0,48,services,no,secondary,-20
single,no,yes,no,1,8,32,technician,yes,secondary,230
divorced,no,no,yes,2,0,46,management,no,secondary,-852
single,no,no,no,3,0,31,blue-collar,no,primary,-280
married,no,no,no,2,0,53,blue-collar,yes,secondary,25
single,no,yes,no,5,0,34,technician,no,tertiary,9851
single,no,yes,no,1,0,48,services,no,unknown,5095
married,no,no,no,4,0,32,technician,no,secondary,687
married,no,yes,no,4,0,31,management,no,secondary,1368
single,no,yes,no,2,0,27,blue-collar,no,primary,-179
married,no,yes,no,1,1,60,admin.,no,secondary,-396
single,no,yes,no,1,0,34,blue-collar,no,tertiary,1011
married,no,no,yes,1,0,52,self-employed,no,secondary,9
married,no,yes,yes,9,0,48,blue-collar,no,secondary,1159
married,no,no,no,2,0,45,technician,no,primary,-322
divorced,no,yes,no,1,0,54,technician,no,secondary,1114
married,no,no,no,1,0,52,services,no,secondary,2072
married,no,yes,no,4,0,47,entrepreneur,no,tertiary,459
married,no,no,no,2,0,54,unknown,no,secondary,1157
married,no,yes,yes,1,0,34,blue-collar,no,secondary,8309
single,no,no,no,10,0,39,technician,no,tertiary,1043
married,no,no,no,2,0,46,technician,no,secondary,2098
single,no,no,no,1,0,26,unemployed,no,secondary,461
single,no,yes,no,8,0,37,technician,no,secondary,61
married,no,yes,no,2,0,47,blue-collar,no,secondary,1203
married,no,no,yes,6,0,35,technician,no,secondary,1067
married,no,no,no,1,0,57,unemployed,no,primary,0
married,no,yes,no,2,4,34,management,no,tertiary,1657
married,no,no,no,4,0,47,technician,yes,secondary,1219
married,no,yes,no,2,0,27,technician,no,secondary,7
married,no,yes,yes,2,0,40,blue-collar,yes,secondary,-839
married,no,no,no,1,1,39,technician,no,secondary,994
married,no,no,no,1,0,36,entrepreneur,no,tertiary,6
single,no,no,no,2,0,42,technician,no,secondary,0
single,no,yes,no,1,0,23,blue-collar,no,primary,8627
married,no,yes,no,1,0,34,management,no,tertiary,133
married,no,yes,yes,5,0,34,blue-collar,no,secondary,247
married,no,no,no,1,0,49,services,no,secondary,1114
married,no,no,yes,4,0,57,blue-collar,no,primary,1592
married,no,no,no,6,0,59,retired,no,unknown,0
married,no,no,no,2,0,57,admin.,no,tertiary,46
married,no,yes,no,1,8,34,blue-collar,no,secondary,1221
married,no,no,no,6,0,61,management,yes,secondary,985
divorced,no,yes,no,1,0,35,blue-collar,no,secondary,0
married,no,no,no,1,0,42,management,no,tertiary,520
married,no,no,no,3,0,57,services,no,tertiary,10
married,no,yes,no,1,2,42,blue-collar,no,secondary,2157
married,no,yes,yes,5,0,53,retired,no,secondary,6095
married,no,yes,no,2,0,63,retired,no,tertiary,133
married,no,no,no,6,0,47,self-employed,no,secondary,1121
married,no,yes,no,1,0,54,services,no,secondary,88
married,no,no,no,10,0,45,admin.,no,secondary,0
single,no,yes,no,2,0,28,management,no,tertiary,-328
married,no,yes,no,2,0,58,unemployed,no,secondary,610
single,no,no,no,2,0,48,management,no,tertiary,414
divorced,no,yes,no,1,0,35,management,yes,tertiary,0
married,no,no,no,1,0,37,self-employed,no,tertiary,0
married,no,yes,no,1,0,37,blue-collar,no,secondary,685
married,no,no,no,1,1,37,management,no,primary,22856
single,no,no,no,1,0,25,services,no,secondary,-352
married,no,yes,no,1,0,58,blue-collar,no,secondary,602
married,no,yes,no,4,0,52,management,no,secondary,-588
single,no,no,no,1,0,19,student,yes,secondary,302
married,no,yes,no,3,0,59,blue-collar,no,secondary,5314
married,no,yes,yes,2,0,41,technician,no,secondary,64
single,no,no,no,10,0,34,technician,no,tertiary,632
single,no,yes,no,2,4,35,technician,no,secondary,5731
married,no,no,no,6,0,41,technician,no,secondary,902
single,no,yes,no,1,0,28,blue-collar,no,secondary,6307
divorced,no,no,yes,3,0,53,management,no,secondary,112
married,no,no,yes,1,0,35,services,no,secondary,0
single,no,no,no,1,0,33,admin.,no,tertiary,621
single,no,yes,no,1,0,37,technician,no,secondary,435
married,no,yes,no,4,0,32,technician,no,secondary,782
married,no,yes,no,1,0,32,blue-collar,no,secondary,478
married,no,yes,no,4,0,54,services,no,unknown,7864
married,no,yes,no,1,0,44,blue-collar,no,secondary,1910
divorced,no,yes,no,2,0,36,technician,no,tertiary,1174
married,no,yes,no,2,2,56,admin.,no,secondary,1270
single,no,no,no,11,0,30,management,no,tertiary,18
married,no,yes,no,3,0,36,blue-collar,no,secondary,141
married,no,no,no,1,0,43,management,no,tertiary,2886
married,no,yes,no,2,0,40,technician,no,secondary,2715
single,no,yes,yes,1,0,32,technician,no,tertiary,1100
married,no,yes,yes,1,0,34,blue-collar,no,secondary,516
married,no,no,no,2,0,37,services,no,secondary,1
single,no,no,no,2,0,28,admin.,no,secondary,775
married,no,no,no,2,0,35,unknown,no,primary,634
single,no,no,no,2,0,53,blue-collar,no,secondary,5715
married,no,yes,no,1,0,60,admin.,no,unknown,1088
married,no,yes,yes,7,0,40,entrepreneur,no,secondary,1532
married,no,no,no,2,0,57,retired,no,primary,75
single,no,no,no,1,0,29,technician,no,secondary,103
married,no,yes,no,1,0,44,blue-collar,no,primary,134
single,no,no,no,7,3,41,admin.,no,secondary,748
married,no,yes,yes,4,0,47,technician,no,secondary,1990
married,no,no,no,2,0,43,technician,no,tertiary,192
single,no,no,no,1,0,37,technician,no,secondary,267
single,no,yes,no,2,0,34,technician,no,tertiary,586
single,no,yes,yes,1,0,30,blue-collar,no,secondary,648
divorced,yes,yes,no,1,4,57,entrepreneur,no,secondary,25
single,no,yes,no,2,3,26,admin.,no,secondary,96
married,no,yes,no,5,0,34,management,no,tertiary,1116
divorced,no,no,yes,1,0,46,technician,yes,secondary,-90
married,no,yes,no,1,0,38,entrepreneur,yes,tertiary,170
single,no,no,no,3,0,37,technician,yes,secondary,3665
single,no,no,no,2,0,28,management,no,tertiary,2380
married,no,no,no,3,0,57,blue-collar,no,primary,179
married,no,yes,no,7,2,39,management,yes,tertiary,763
married,no,no,no,4,0,49,services,yes,secondary,320
married,no,yes,no,2,0,38,technician,no,secondary,1960
married,no,yes,no,5,0,27,blue-collar,no,secondary,818
married,no,yes,no,5,0,30,admin.,no,secondary,2678
married,no,no,no,2,0,38,admin.,no,tertiary,1980
married,no,no,no,2,1,36,management,no,tertiary,1582
single,no,no,no,1,0,38,retired,no,unknown,62
married,no,no,no,2,0,59,housemaid,no,primary,235
married,no,yes,no,5,0,37,management,no,tertiary,489
married,no,yes,no,4,0,29,self-employed,no,tertiary,3931
married,no,yes,yes,2,2,43,blue-collar,yes,secondary,699
married,no,yes,no,2,0,33,technician,no,secondary,58
divorced,no,no,no,2,0,54,housemaid,no,secondary,1327
married,no,no,no,1,0,55,services,no,secondary,557
single,no,yes,no,1,0,32,technician,no,tertiary,741
married,no,yes,no,3,0,48,management,no,primary,3230
single,no,yes,no,2,0,33,management,no,tertiary,1439
married,no,yes,no,11,0,46,admin.,no,secondary,120
married,no,no,no,3,0,44,management,yes,tertiary,1058
married,no,yes,no,1,2,47,blue-collar,no,primary,881
married,no,no,no,1,4,38,technician,yes,secondary,6728
married,no,no,no,2,0,80,retired,no,secondary,462
married,no,yes,yes,4,1,40,self-employed,no,secondary,167
married,no,yes,no,3,0,43,entrepreneur,no,tertiary,1574
single,no,no,no,1,1,32,technician,yes,tertiary,1625
married,no,no,no,2,0,39,management,no,tertiary,562
married,no,yes,no,2,0,33,technician,no,secondary,9305
single,no,no,yes,1,0,31,technician,no,secondary,35
single,no,no,no,2,0,36,management,no,tertiary,0
single,no,yes,no,1,0,35,management,no,tertiary,2486
single,no,no,no,1,0,25,services,no,secondary,368
